Curcumin Nano Particle,,9 micro L,,10 micro L,,20 micro L,,30 micro L,,40 micro L,,50 micro L,,60 micro L,,70 micro L,,80 micro L,,90 micro L,,,,,
271,,321,,321,,321,,271,,321,,321,,321,,321,,321,,321,,,,,
D1 420:430-700,,D1 420:430-750,,D1 420:430-750,,D1 420:430-750,,D1 420:430-700,,D1 420:430-750,,D1 420:430-750,,D1 420:430-750,,D1 420:430-750,,D1 420:430-750,,D1 420:430-750,,,,,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,,,,
690.001,1450.56,690.001,590.092,690.001,900.215,690.001,850.191,690.001,910.219,690.001,1180.37,690.001,930.229,690.001,800.17,690.001,790.165,690.001,710.134,690.001,730.141,,,,
690.987,1390.51,690.987,690.126,690.987,970.249,690.987,760.153,690.987,840.187,690.987,1120.33,690.987,860.196,690.987,820.178,690.987,890.21,690.987,920.224,690.987,800.17,,,,
691.973,1150.35,691.973,540.077,691.973,1100.32,691.973,1000.27,691.973,1040.29,691.973,1170.36,691.973,830.183,691.973,760.153,691.973,760.153,691.973,810.174,691.973,460.056,,,,
692.96,1410.53,692.96,660.115,692.96,1140.34,692.96,990.26,692.96,930.229,692.96,1120.33,692.96,830.183,692.96,910.219,692.96,910.219,692.96,1020.28,692.96,670.119,,,,
693.946,1200.38,693.946,420.047,693.946,1030.28,693.946,840.187,693.946,880.205,693.946,1100.32,693.946,630.105,693.946,780.161,693.946,850.191,693.946,870.201,693.946,540.077,,,,
694.933,1210.39,694.933,540.077,694.933,930.229,694.933,920.224,694.933,880.205,694.933,1000.27,694.933,550.08,694.933,640.109,694.933,710.134,694.933,640.109,694.933,560.083,,,,
695.919,1210.39,695.919,600.095,695.919,1020.28,695.919,630.105,695.919,880.205,695.919,1010.27,695.919,680.123,695.919,760.153,695.919,680.123,695.919,860.196,695.919,520.072,,,,
696.905,1300.45,696.905,530.074,696.905,730.141,696.905,810.174,696.905,760.153,696.905,860.196,696.905,920.224,696.905,750.149,696.905,500.066,696.905,840.187,696.905,590.092,,,,
697.892,1100.32,697.892,650.112,697.892,760.153,697.892,790.165,697.892,740.145,697.892,700.13,697.892,780.161,697.892,790.165,697.892,840.187,697.892,530.074,697.892,430.049,,,,
698.878,950.239,698.878,560.083,698.878,810.174,698.878,690.126,698.878,730.141,698.878,1070.3,698.878,690.126,698.878,580.089,698.878,590.092,698.878,710.134,698.878,470.059,,,,
700.111,960.244,700.111,600.095,700.111,700.13,700.111,1170.36,700.111,800.17,700.111,860.196,700.111,550.08,700.111,570.086,700.111,700.13,700.111,610.099,700.111,540.077,,,,
,,701.098,560.083,701.098,760.153,701.098,800.17,,,701.098,760.153,701.098,560.083,701.098,660.115,701.098,430.049,701.098,570.086,701.098,460.056,,,,
,,702.084,600.095,702.084,650.112,702.084,720.137,,,702.084,870.201,702.084,640.109,702.084,610.099,702.084,700.13,702.084,570.086,702.084,300.024,,,,
,,703.07,460.056,703.07,680.123,703.07,660.115,,,703.07,1010.27,703.07,490.064,703.07,630.105,703.07,650.112,703.07,480.061,703.07,460.056,,,,
,,704.057,320.027,704.057,650.112,704.057,530.074,,,704.057,840.187,704.057,440.051,704.057,760.153,704.057,660.115,704.057,610.099,704.057,400.042,,,,
,,705.043,440.051,705.043,470.059,705.043,740.145,,,705.043,680.123,705.043,600.095,705.043,450.054,705.043,440.051,705.043,460.056,705.043,300.024,,,,
,,706.03,390.04,706.03,600.095,706.03,610.099,,,706.03,560.083,706.03,500.066,706.03,650.112,706.03,480.061,706.03,410.045,706.03,300.024,,,,
,,707.016,410.045,707.016,570.086,707.016,410.045,,,707.016,690.126,707.016,530.074,707.016,580.089,707.016,370.036,707.016,590.092,707.016,420.047,,,,
,,708.002,410.045,708.002,700.13,708.002,540.077,,,708.002,620.102,708.002,450.054,708.002,400.042,708.002,580.089,708.002,470.059,708.002,310.025,,,,
,,708.989,530.074,708.989,690.126,708.989,480.061,,,708.989,720.137,708.989,450.054,708.989,430.049,708.989,480.061,708.989,500.066,708.989,300.024,,,,
,,709.975,550.08,709.975,700.13,709.975,450.054,,,709.975,710.134,709.975,580.089,709.975,440.051,709.975,400.042,709.975,470.059,709.975,380.038,,,,
,,710.962,370.036,710.962,650.112,710.962,430.049,,,710.962,750.149,710.962,480.061,710.962,380.038,710.962,460.056,710.962,390.04,710.962,380.038,,,,
,,711.948,260.018,711.948,790.165,711.948,540.077,,,711.948,570.086,711.948,490.064,711.948,480.061,711.948,410.045,711.948,470.059,711.948,270.019,,,,
,,712.934,370.036,712.934,560.083,712.934,490.064,,,712.934,930.229,712.934,470.059,712.934,530.074,712.934,470.059,712.934,340.031,712.934,300.024,,,,
,,713.921,520.072,713.921,700.13,713.921,530.074,,,713.921,620.102,713.921,530.074,713.921,350.032,713.921,380.038,713.921,290.022,713.921,380.038,,,,
,,714.907,360.034,714.907,450.054,714.907,570.086,,,714.907,720.137,714.907,400.042,714.907,410.045,714.907,310.025,714.907,420.047,714.907,190.01,,,,
,,715.894,420.047,715.894,710.134,715.894,530.074,,,715.894,640.109,715.894,300.024,715.894,270.019,715.894,470.059,715.894,430.049,715.894,210.012,,,,
,,716.88,410.045,716.88,610.099,716.88,370.036,,,716.88,700.13,716.88,520.072,716.88,290.022,716.88,310.025,716.88,400.042,716.88,170.008,,,,
,,718.113,440.051,718.113,550.08,718.113,460.056,,,718.113,570.086,718.113,220.013,718.113,380.038,718.113,210.012,718.113,430.049,718.113,330.029,,,,
,,719.099,300.024,719.099,650.112,719.099,340.031,,,719.099,640.109,719.099,330.029,719.099,330.029,719.099,360.034,719.099,260.018,719.099,340.031,,,,
,,720.086,370.036,720.086,610.099,720.086,390.04,,,720.086,670.119,720.086,390.04,720.086,220.013,720.086,220.013,720.086,220.013,720.086,220.013,,,,
,,721.072,410.045,721.072,480.061,721.072,340.031,,,721.072,430.049,721.072,280.021,721.072,280.021,721.072,350.032,721.072,330.029,721.072,160.007,,,,
,,722.059,430.049,722.059,590.092,722.059,330.029,,,722.059,530.074,722.059,380.038,722.059,280.021,722.059,230.014,722.059,360.034,722.059,220.013,,,,
,,723.045,390.04,723.045,660.115,723.045,400.042,,,723.045,630.105,723.045,340.031,723.045,310.025,723.045,370.036,723.045,320.027,723.045,210.012,,,,
,,724.031,380.038,724.031,620.102,724.031,450.054,,,724.031,520.072,724.031,350.032,724.031,260.018,724.031,270.019,724.031,290.022,724.031,250.017,,,,
,,725.018,340.031,725.018,380.038,725.018,300.024,,,725.018,590.092,725.018,320.027,725.018,470.059,725.018,230.014,725.018,270.019,725.018,210.012,,,,
,,726.004,450.054,726.004,460.056,726.004,390.04,,,726.004,620.102,726.004,410.045,726.004,280.021,726.004,330.029,726.004,300.024,726.004,260.018,,,,
,,726.991,320.027,726.991,540.077,726.991,390.04,,,726.991,530.074,726.991,400.042,726.991,260.018,726.991,270.019,726.991,310.025,726.991,160.007,,,,
,,727.977,280.021,727.977,720.137,727.977,410.045,,,727.977,490.064,727.977,350.032,727.977,300.024,727.977,240.015,727.977,410.045,727.977,190.01,,,,
,,728.963,380.038,728.963,780.161,728.963,440.051,,,728.963,590.092,728.963,420.047,728.963,330.029,728.963,290.022,728.963,300.024,728.963,140.005,,,,
,,729.95,280.021,729.95,530.074,729.95,400.042,,,729.95,420.047,729.95,470.059,729.95,240.015,729.95,340.031,729.95,300.024,729.95,130.004,,,,
,,730.936,440.051,730.936,510.069,730.936,440.051,,,730.936,590.092,730.936,340.031,730.936,300.024,730.936,290.022,730.936,230.014,730.936,310.025,,,,
,,731.923,340.031,731.923,520.072,731.923,440.051,,,731.923,470.059,731.923,350.032,731.923,300.024,731.923,340.031,731.923,310.025,731.923,130.004,,,,
,,732.909,420.047,732.909,730.141,732.909,440.051,,,732.909,570.086,732.909,380.038,732.909,350.032,732.909,240.015,732.909,330.029,732.909,220.013,,,,
,,733.895,330.029,733.895,580.089,733.895,390.04,,,733.895,710.134,733.895,390.04,733.895,390.04,733.895,210.012,733.895,380.038,733.895,190.01,,,,
,,734.882,400.042,734.882,700.13,734.882,470.059,,,734.882,510.069,734.882,290.022,734.882,500.066,734.882,300.024,734.882,270.019,734.882,150.006,,,,
,,736.115,340.031,736.115,600.095,736.115,460.056,,,736.115,430.049,736.115,440.051,736.115,340.031,736.115,180.009,736.115,360.034,736.115,150.006,,,,
,,737.101,280.021,737.101,720.137,737.101,420.047,,,737.101,510.069,737.101,350.032,737.101,370.036,737.101,190.01,737.101,220.013,737.101,190.01,,,,
,,738.088,350.032,738.088,510.069,738.088,290.022,,,738.088,520.072,738.088,340.031,738.088,360.034,738.088,250.017,738.088,250.017,738.088,170.008,,,,
,,739.074,330.029,739.074,570.086,739.074,380.038,,,739.074,410.045,739.074,460.056,739.074,410.045,739.074,160.007,739.074,290.022,739.074,280.021,,,,
,,740.06,250.017,740.06,740.145,740.06,570.086,,,740.06,560.083,740.06,330.029,740.06,250.017,740.06,280.021,740.06,390.04,740.06,120.004,,,,
,,741.047,480.061,741.047,480.061,741.047,450.054,,,741.047,550.08,741.047,260.018,741.047,390.04,741.047,170.008,741.047,260.018,741.047,200.011,,,,
,,742.033,360.034,742.033,580.089,742.033,540.077,,,742.033,540.077,742.033,410.045,742.033,380.038,742.033,240.015,742.033,340.031,742.033,210.012,,,,
,,743.02,280.021,743.02,640.109,743.02,410.045,,,743.02,290.022,743.02,260.018,743.02,290.022,743.02,270.019,743.02,220.013,743.02,280.021,,,,
,,744.006,370.036,744.006,650.112,744.006,480.061,,,744.006,390.04,744.006,360.034,744.006,330.029,744.006,260.018,744.006,330.029,744.006,180.009,,,,
,,744.992,270.019,744.992,580.089,744.992,480.061,,,744.992,440.051,744.992,270.019,744.992,530.074,744.992,260.018,744.992,220.013,744.992,110.003,,,,
,,745.979,330.029,745.979,520.072,745.979,370.036,,,745.979,510.069,745.979,360.034,745.979,370.036,745.979,260.018,745.979,210.012,745.979,180.009,,,,
,,746.965,440.051,746.965,440.051,746.965,410.045,,,746.965,540.077,746.965,370.036,746.965,360.034,746.965,180.009,746.965,370.036,746.965,150.006,,,,
,,747.952,430.049,747.952,680.123,747.952,310.025,,,747.952,450.054,747.952,370.036,747.952,340.031,747.952,340.031,747.952,200.011,747.952,170.008,,,,
,,748.938,380.038,748.938,560.083,748.938,540.077,,,748.938,420.047,748.938,260.018,748.938,340.031,748.938,210.012,748.938,410.045,748.938,150.006,,,,
,,749.924,720.137,749.924,610.099,749.924,410.045,,,749.924,400.042,749.924,330.029,749.924,260.018,749.924,320.027,749.924,200.011,749.924,230.014,,,,
